公司名称,流动比率,资产负债率,应收账款周转率,总资产周转率,净资产收益率,资产报酬率,净利润增长率,总资产增长率
沃华医药,6.609738,0.104243,3.188701,0.275998,0.084089,0.085567,7.328628,0.573594
沧州明珠,1.397252,0.395393,8.107681,1.331268,0.145888,0.120908,0.055621,-0.007852
*ST 兴化,1.969243,0.29612,28.077617,0.618993,0.176053,0.131985,-0.754296,0.052915
三钢闽光,0.887235,0.629897,161958.9066,2.467755,0.013299,0.047367,-17.624675,0.098698
威海广泰,1.706063,0.448253,3.886892,0.612449,0.163873,0.103752,-0.1892,0.276222
三变科技,1.14409,0.651738,3.107665,0.961483,0.059087,0.042992,-0.847415,0.349597
天润控股,1.621655,0.386668,4.279193,0.358392,0.01223,0.015985,-1.744508,0.280441
罗平锌电,1.216705,0.496675,221.293612,0.915171,-0.110189,-0.02433,1.627224,-0.181631
三维通信,1.660559,0.485882,3.12319,0.579891,0.159418,0.08875,1.173431,0.121863
中国海诚,1.43976,0.600169,21.009977,1.536343,0.139274,0.051481,0.121648,0.153018
东港股份,1.878296,0.185417,19.615586,0.761984,0.11966,0.096078,-0.015072,-0.025978
紫鑫药业,1.393848,0.312031,2.87325,0.409048,0.141979,0.111872,-0.427432,0.199267
康强电子,1.418277,0.419644,4.193062,0.702583,0.010642,0.033769,-4.906255,-0.017593
新海股份,0.845497,0.595107,6.136175,0.894298,0.122526,0.065731,-0.839034,0.24775
科陆电子,2.18072,0.368176,1.627997,0.583154,0.129481,0.086675,-0.092457,0.219742
天马股份,0.964767,0.54929,5.649038,0.590936,0.246692,0.116574,0.178822,0.207136
荣信股份,2.04577,0.380123,1.73574,0.549372,0.199697,0.123568,-0.113977,0.451938
天邦股份,0.99059,0.476337,10.379306,1.296158,0.219207,0.135174,-1.497925,0.300076
湘潭电化,0.838799,0.599453,6.605267,0.527285,-0.149977,-0.028816,5.504536,0.040264
银轮股份,1.259654,0.549409,3.648679,0.899423,0.091181,0.069104,1.802436,0.142396
南极电商,0.92115,0.45496,26.424604,1.301954,0.054215,0.062704,-1.648685,0.046219
露天煤业,1.152321,0.400958,10.500599,0.973499,0.275748,0.17575,0.142429,0.131723
中环股份,1.876862,0.231729,10.234743,0.41126,0.102152,0.088044,0.652865,0.32964
沃尔核材,1.678727,0.267137,8.060103,0.666234,0.066344,0.060982,-0.80526,0.060576
利欧股份,1.939661,0.259353,7.861847,1.512721,0.142734,0.103819,0.143483,0.069886
恒星科技,1.034729,0.472168,5.589045,0.767965,0.112106,0.079374,-0.206332,0.315111
广宇集团,2.160321,0.714259,747.235051,0.17546,0.083943,0.028671,-0.008576,0.218485
天津普林,7.253349,0.115505,4.748259,0.565123,0.024813,0.035104,-2.533668,-0.018212
东南网架,1.117146,0.690103,1.738532,0.654531,0.032029,0.031492,-1.397572,0.253728
安纳达,0.710914,0.484589,269.658,0.86831,-0.286887,-0.141595,2.206151,0.043009
麦达数字,1.331025,0.568343,5.102072,0.725893,0.052672,0.025836,-1.46157,0.351647
顺络电子,1.892249,0.257449,3.555445,0.374674,0.084846,0.074176,-0.779272,0.193579
拓邦股份,2.314516,0.328323,6.313989,1.293879,0.117399,0.080898,-0.319977,-0.047804
东华科技,1.262722,0.711908,10.057028,0.602702,0.136891,0.037202,0.541543,0.489544
蓉胜超微,1.664088,0.301341,7.107216,1.493962,0.002659,0.02799,10.588809,-0.058919
宁波银行,,0.914732,,0.03173,0.151248,,-0.483786,0.367529
印纪传媒,1.025844,0.488753,38.677753,2.029955,0.017305,0.047727,-0.797478,-0.010519
宏达高科,1.276994,0.331378,12.063704,0.690909,0.024678,0.030787,-1.834975,-0.011114
中核钛白,0.629727,0.534565,5.926409,0.315199,-0.62488,-0.266909,0.179632,-0.181007
荣盛发展,1.991285,0.679779,124.038598,0.310674,0.177256,0.056468,0.572044,0.34915
方圆支承,2.347449,0.194488,11.143156,0.649132,0.217446,0.175893,-0.301771,0.384677
北纬通信,42.252605,0.021023,7.601195,0.382012,0.092786,0.077835,1.136464,0.063568
西部材料,1.039104,0.530962,9.445898,0.835844,0.110429,0.068506,-0.168069,0.382895
通润装备,4.38956,0.113889,13.587853,0.948004,0.106785,0.086272,-0.704516,0.002533
北斗星通,5.215258,0.221569,3.197345,0.62251,0.160208,0.119234,0.287215,0.149692
广电运通,2.581819,0.352878,3.453141,0.577475,0.246559,0.155217,1.635432,0.287844
石基信息,4.547852,0.14864,6.055218,0.566066,0.226436,0.186627,0.74859,0.233229
报喜鸟,1.231065,0.459888,7.795977,0.764182,0.185634,0.106479,1.338487,0.579387
湖南黄金,1.627926,0.279416,36.394597,0.52237,0.035128,0.030477,-2.236598,0.061041
通富微电,1.184674,0.463598,6.208544,0.634462,0.044282,0.048089,-0.798772,-0.096842
正邦科技,1.2527,0.519365,88.889156,2.905439,0.109474,0.073111,-1.083123,0.165327
汉钟精机,6.188176,0.136733,8.037205,0.704913,0.114096,0.074733,-0.386132,-0.043921
三特索道,0.870026,0.472129,140.668305,0.23517,0.034539,0.039484,-0.698189,0.04249
常铝股份,0.979327,0.587383,13.213038,0.970173,0.009579,0.042468,-14.752846,0.153976
远望谷,4.483814,0.24671,1.635214,0.32625,0.137612,0.100741,3.502147,0.201545
悦心健康,1.161706,0.445656,8.492006,0.516354,0.036357,0.027021,-0.912148,0.13187
中航三鑫,1.363316,0.551249,5.310729,0.97397,0.068745,0.040768,1.330352,0.356721
宁波东力,1.447211,0.427998,3.990159,0.577743,0.159754,0.100488,-0.375634,0.276715
红宝丽,2.587761,0.279502,10.909575,1.383539,0.156175,0.131298,-0.168356,0.003221
莱茵生物,1.814484,0.307404,4.353217,0.31513,0.016393,0.024591,-7.064832,0.178335
东方锆业,1.076773,0.47335,3.042403,0.422471,0.106723,0.070584,0.12265,0.446538
深圳惠程,3.92966,0.17099,1.751225,0.389758,0.089442,0.07335,0.920088,0.230169
智光电气,1.405682,0.494979,1.760515,0.592357,0.088925,0.058754,0.598248,0.116239
芭田股份,2.142989,0.35027,109.676958,2.068298,0.12494,0.099354,-1.853088,0.147161
楚江新材,2.534629,0.287966,123.890842,3.109857,-0.078223,-0.036422,-41.566411,-0.207023
澳洋科技,0.590632,0.532055,29.702272,0.675315,-0.307895,-0.120964,0.584256,-0.016902
千足珍珠,2.166837,0.40404,3.936751,0.523671,0.109589,0.093029,0.856206,0.093172
游族网络,2.15026,0.411397,5.019619,0.785015,0.038171,0.040379,-1.477086,0.124645
东方网络,1.661125,0.356134,4.215651,0.386311,0.034361,0.039492,-3.236778,0.076628
江特电机,2.258408,0.361406,3.811498,0.753247,0.069515,0.053252,-1.36318,0.041755
御银股份,1.194768,0.415798,6.724583,0.48502,0.145631,0.101924,2.153216,0.132782
延华智能,3.204355,0.277707,4.734601,0.556993,0.046749,0.037505,-1.28839,-0.037011
中航光电,2.146851,0.401463,2.781617,0.591152,0.107705,0.069167,0.164543,0.154774
艾派克,6.222228,0.137923,2.179864,0.324709,0.085501,0.066094,-0.275453,0.020543
粤传媒,2.969531,0.182806,2.783883,0.290452,0.000512,-0.003285,-0.361926,-0.053787
云海金属,1.294184,0.509199,13.812018,1.284584,0.047543,0.058657,-1.934576,0.258274
怡亚通,1.253186,0.762887,2.283604,0.560814,0.124671,-0.00305,-0.450127,-0.214064
海得控制,5.132094,0.181238,7.410784,1.176611,0.069047,0.051453,3.011837,0.065246
华天科技,2.195573,0.269485,5.622316,0.644188,0.081928,0.053784,-0.882831,-0.02817
全聚德,1.04609,0.308081,41.361171,1.020287,0.104533,0.086808,-0.461778,-0.012448
广百股份,0.743031,0.498255,165.82671,1.751546,0.157039,0.08217,0.428661,0.119017
巴士在线,2.203133,0.304842,2.873438,0.505984,0.040055,0.037385,-1.237854,-0.003329
利达光电,2.903893,0.280967,4.49709,0.604305,0.061134,0.047259,-0.477373,-0.024264
成飞集成,6.4038,0.114697,3.395813,0.37103,0.080094,0.05986,2.362165,-0.057949
劲嘉股份,1.634846,0.355906,7.640506,0.507984,0.138413,0.090001,0.013802,0.348728
融捷股份,2.055743,0.419099,2.874963,0.860653,0.063895,0.053292,-16.8907,-0.035566
山东如意,1.181047,0.439186,2.922513,0.464693,0.078698,0.069081,0.438152,0.175315
武汉凡谷,4.83094,0.162048,3.441365,0.624041,0.17389,0.144554,1.167238,0.086285
海隆软件,7.264498,0.123226,18.911581,0.605137,0.114377,0.084256,0.388783,0.154209
方正电机,1.490549,0.456718,3.287316,0.662436,0.065796,0.064037,-0.491131,-0.191243
证通电子,2.224539,0.374881,5.069156,0.645953,0.164256,0.103858,0.696697,0.260842
嘉应制药,17.814137,0.037811,3.573135,0.282032,0.06062,0.055203,0.110726,-0.041705
东晶电子,1.268897,0.409653,5.33354,0.480887,0.090432,0.067098,-0.072845,0.047585
云投生态,3.548059,0.226571,5.745183,0.353688,0.11608,0.092129,0.591194,0.165262
九鼎新材,1.229436,0.521203,5.60709,0.667172,0.049602,0.050246,0.131155,0.023793
金风科技,1.622646,0.630189,2.503007,0.583614,0.253369,0.097473,8.219543,1.023789
海亮股份,1.143352,0.547363,20.856966,2.382132,0.118396,0.05298,0.168258,0.16935
大连重工,0.961735,0.536753,6.88304,0.42828,0.138076,0.070223,-0.155323,1.793259
国统股份,1.191189,0.495623,1.790155,0.584628,0.160201,0.096552,0.660565,0.386209
海利得,4.111778,0.117737,12.468599,1.111742,0.109947,0.107165,0.575381,0.156008
准油股份,1.541372,0.381898,3.170735,0.453862,0.060841,0.040695,0.231544,0.736314
合肥城建,2.393838,0.479606,,0.291135,0.109442,0.051874,7.457284,0.40726
达意隆,1.280768,0.587527,3.867335,0.650904,0.107563,0.048428,0.039643,0.372372
飞马国际,1.586127,0.622159,9.714585,2.048711,0.080923,0.047732,-1.3257,1.174113
宏达新材,1.560209,0.269355,7.841282,0.495657,0.049309,0.043573,-1.504252,0.524216
南洋股份,8.138629,0.099859,4.344512,1.093423,0.131948,0.119294,1.140001,0.942241
特尔佳,3.038075,0.252988,3.42923,0.500724,0.108414,0.075613,1.256132,0.449477
大立科技,2.531773,0.349327,2.468959,0.418598,0.117099,0.083659,-0.64079,0.790773
诺普信,3.108395,0.253036,19.982223,1.486138,0.172781,0.132628,0.091016,1.005016
三全食品,1.802261,0.414937,8.106712,0.933053,0.08992,0.057165,4.649016,0.391518
合力泰,3.070809,0.240816,34.772202,0.865334,0.215619,0.164014,-0.995731,1.128119
拓日新能,6.193216,0.111634,10.280729,0.387361,0.108047,0.088342,0.079724,2.398904
恒康医疗,6.66967,0.130709,2.893221,0.794001,0.142667,0.124143,-0.651074,0.518077
天宝股份,4.526274,0.420443,3.584061,0.700491,0.1285,0.099048,2.05526,0.482745
东华能源,1.219491,0.550556,29.209006,1.34645,0.061136,0.028988,1.678189,0.583733
福晶科技,7.787936,0.076657,6.041057,0.223732,0.091598,0.080173,-0.423496,0.827371
鱼跃医疗,6.186535,0.097378,8.683795,0.893024,0.152866,0.138496,0.358437,0.656572
三力士,2.267277,0.272167,18.883508,1.230651,0.059221,0.060557,0.109896,0.27609
濮耐股份,1.933522,0.38637,2.426842,0.856626,0.141268,0.103168,-0.044105,0.4516
江南化工,9.16258,0.083343,5.016312,0.751712,0.107937,0.097926,2.774272,1.122942
奥特迅,12.178988,0.076923,1.26274,0.266089,0.081615,0.063006,3.013806,1.436563
合兴包装,1.688653,0.428662,4.096347,0.920697,0.145026,0.092324,-0.056851,0.75888
鸿博股份,12.436543,0.063428,18.91261,0.325855,0.091855,0.077143,0.668658,1.127988
科大讯飞,10.73074,0.111154,2.582283,0.431608,0.13211,0.115701,0.873367,1.206103
奥维通信,5.444488,0.168623,1.623884,0.312577,0.052668,0.041296,-11.078605,0.895659
启明信息,4.400162,0.175335,10.880672,1.757179,0.129588,0.112084,-0.292338,0.991872
塔牌集团,0.687961,0.511573,73.823196,0.585481,0.114365,0.076459,0.326311,0.504901
民和股份,1.395048,0.387181,37.844283,0.79476,0.082805,0.071825,-1.945843,0.547055
安妮股份,3.385688,0.253178,8.466197,0.802848,0.115493,0.090445,0.478171,1.055194
大华股份,5.320448,0.160239,3.887128,0.730832,0.14326,0.109375,-0.192939,1.028066
恒邦股份,2.057464,0.405888,122.014885,1.150929,0.17099,0.113879,-0.658932,0.93047
天威视讯,2.068763,0.29452,134.064081,0.416379,0.062625,0.0565,-0.171625,0.181425
奥特佳,4.695179,0.180414,6.318999,1.227339,0.103107,0.092862,-0.735811,1.062248
威华股份,1.988467,0.433426,22.964148,0.24424,0.040289,0.036322,-0.560226,0.491461
歌尔声学,1.759194,0.387073,5.80946,0.709536,0.155458,0.112234,0.044442,1.174797
九阳股份,2.548151,0.342505,91.448109,1.176083,0.264712,0.16757,-0.100419,2.205001
通产丽星,1.961132,0.314844,5.851495,0.820498,0.098836,0.078179,0.10509,0.607575
滨江集团,1.591487,0.752073,105.406742,0.166921,0.174315,0.04478,-0.996227,0.703586
澳洋顺昌,2.266321,0.356749,4.617051,1.167376,0.052651,0.057449,-2.326142,0.511068
北化股份,9.096641,0.089588,6.757607,0.846593,0.047612,0.051621,0.368323,0.40209
帝龙新材,4.438853,0.176586,13.189511,0.449936,0.063892,0.047515,0.172764,1.561867
华东数控,1.892711,0.357946,4.556594,0.495806,0.09931,0.07558,-0.095193,0.753865
大洋电机,4.168445,0.209653,12.031719,1.06372,0.121991,0.101262,-0.692098,0.691895
联化科技,1.104764,0.423339,8.619026,0.980838,0.117883,0.080737,0.146006,0.398375
步步高,1.409473,0.472513,325.466498,1.945924,0.115755,0.05531,0.815288,0.774698
上海莱士,9.364079,0.091946,18.686632,0.372791,0.139356,0.12808,0.204984,1.711543
川大智胜,6.920919,0.134307,2.628047,0.268839,0.078217,0.067235,-32.867573,0.677016
泰和新材,4.322461,0.127147,32.134459,0.734891,0.112825,0.102704,-0.796714,0.274136
海陆重工,1.346524,0.604238,4.894118,0.536404,0.159315,0.071711,0.928184,0.945296
彩虹精化,6.051624,0.132707,7.25752,0.675055,0.092799,0.084177,-0.496416,1.25702
利尔化学,21.333474,0.035249,3.994177,0.474232,0.106678,0.112297,0.595017,2.193437
升达林业,1.464825,0.643169,20.584975,0.385047,0.045108,0.042319,-1.098669,0.632991
德奥通航,1.484688,0.491684,6.149431,1.04514,0.0613,0.056646,,0.313777
拓维信息,7.852724,0.118769,6.093973,0.427545,0.15561,0.130861,,1.567147
恩华药业,1.334202,0.528731,6.224243,1.305858,0.115847,0.069808,,0.222244
大东南,0.704292,0.4554,16.635289,0.674959,0.053471,0.063845,,0.005314
新华都,1.391228,0.518785,886.243306,2.143549,0.126968,0.061574,,1.027742
西仪股份,2.025859,0.334879,2.89517,0.543854,0.061086,0.047149,,0.44784
浙富控股,1.899006,0.402185,3.443949,0.546444,0.145651,0.088677,,0.839397
陕天然气,1.606523,0.294452,27.373296,0.601359,0.14398,0.112826,,0.570552
卫士通,6.207857,0.16868,2.046529,0.462709,0.105224,0.084618,,0.788569
美邦服饰,1.852174,0.434612,10.800386,0.977434,0.22699,0.138752,,1.462937
法因数控,3.27776,0.288648,5.394185,0.441014,0.111768,0.079894,,0.941106
东方雨虹,2.397728,0.344619,3.157469,1.078476,0.104645,0.080103,,0.858205
川润股份,2.334385,0.350447,4.459126,0.508994,0.122711,0.092854,,0.813935
水晶光电,7.924598,0.093063,5.726049,0.437818,0.124554,0.120116,,1.033827
华昌化工,0.763245,0.541786,34.448702,0.929996,0.138648,0.093256,,0.214556
*ST 本实B,0.000671,37.595113,,0.053303,0.159992,-5.784238,207.177777,-0.546603
深基地B,0.135318,0.559926,9.411086,0.124642,0.068824,0.049466,0.24299,0.341196
建摩B,0.631491,0.837425,19.434568,0.950975,0.355431,0.078726,-87.111461,0.075042
山航B,0.158128,0.928251,40.037027,0.643718,0.145057,0.04273,-3.295857,0.107542
南江B,0.194629,1.396263,1.762936,0.018595,-0.653033,0.593033,-58.368535,-0.472383
雷伊B,1.006758,0.437852,2.594203,0.317905,-0.302039,-0.118187,3.767618,-0.235164
*ST 宁通B,1.081138,0.693962,3.484048,0.955671,0.04357,0.03843,0.680178,0.064477
闽灿坤B,0.907002,0.695402,10.1813,1.808122,0.082095,0.026421,-0.769692,-0.231006
瓦轴B,1.405085,0.545822,4.244502,1.037755,0.078966,0.048042,-1.818914,0.076638
武锅B退,0.741156,1.074807,1.175622,0.390906,1.667185,-0.091065,-0.803719,0.135622
杭汽轮B,1.465276,0.516852,2.802356,0.726358,0.318486,0.155004,1.11638,0.280085
粤华包B,0.640529,0.555731,5.925236,0.412404,0.026877,0.035932,-3.752151,0.136083
中鲁B,1.264598,0.314117,16.566989,0.51226,0.066466,0.053871,3.524857,0.203207
浦发银行,,0.968153,33.356828,0.025696,0.300127,,-0.229827,0.431097
邯郸钢铁,1.151844,0.543502,954.132508,1.392567,0.049064,0.032678,-1.833791,0.044195
ST 东北高,1.504292,0.219241,17.600353,0.137804,0.02151,0.016063,-1.789129,0.028698
白云机场,0.59788,0.331105,3.170553,0.338064,0.085738,0.068117,-0.154727,-0.009895
武钢股份,0.458609,0.621975,468.096876,1.000342,0.187283,0.082282,-1.876549,0.128826
东风汽车,1.410208,0.475886,17.356986,1.118522,0.071176,0.040866,-1.325846,-0.011147
中国国贸,0.35383,0.480603,101.093306,0.110344,0.084075,0.043196,-0.071325,0.139144
首创股份,1.22757,0.441801,11.495177,0.134411,0.049187,0.04386,1.604045,0.093762
上海机场,0.642131,0.28791,2.960159,0.193898,0.073308,0.060631,0.245804,0.077167
包钢股份,0.910689,0.673052,107.93374,1.005112,0.064123,0.03434,-3.242418,0.305812
华能国际,0.387561,0.747412,9.514985,0.412091,-0.101346,-0.003577,-0.535789,0.34754
皖通高速,0.183045,0.392313,,0.196757,0.141847,0.093343,-0.284116,0.162323
华夏银行,,0.962521,,0.019761,0.111987,,-1.030135,0.235168
民生银行,,0.948146,,0.033052,0.14437,,-1.297044,0.147483
日照港,0.884769,0.471011,4.2529,0.295515,0.093071,0.059086,-0.159565,0.194365
上港集团,1.200211,0.391175,8.076417,0.307043,0.167626,0.108233,-0.476436,0.063706
宝钢股份,0.815623,0.510863,38.019457,1.001553,0.06747,0.04348,-2.885127,-0.009836
中原高速,0.569195,0.713371,17.025354,0.097748,0.05009,0.039936,-1.272504,0.150653
上海电力,0.15838,0.752438,11.07103,0.336079,-0.277862,-0.039926,-0.566645,0.165737
山东钢铁,0.643921,0.737047,45.360018,1.552527,0.107345,0.041855,-2.724001,0.155119
中海发展,1.712923,0.279995,25.212296,0.586805,0.249484,0.181712,-0.578496,0.267762
华电国际,0.236241,0.817313,16.388529,0.377602,-0.196869,-0.000934,0.397123,0.156719
中国石化,0.608499,0.533462,111.794672,1.930382,0.074413,0.046313,0.514682,0.030652
南方航空,0.224036,0.886173,42.780136,0.679819,-0.507621,-0.064937,4.472851,0.012491
中信证券,,0.579757,,0.106475,0.13994,,0.29313,-0.278221
三一重工,2.202773,0.55719,4.431293,0.9841,0.238389,0.115075,-0.41013,0.249413
福建高速,0.320486,0.462017,14.725638,0.229221,0.203355,0.123377,-0.271933,0.238597
楚天高速,0.468636,0.164927,799.655933,0.240743,0.121322,0.108752,-0.262261,0.012572
招商银行,,0.949242,3.550243,0.034818,0.262544,,-0.661627,0.198963
歌华有线,2.36908,0.241353,3777.493428,0.23977,0.076476,0.050496,-0.151063,0.127161
中直股份,1.60205,0.548376,5.055948,0.772401,0.076028,0.035607,0.83262,0.183962
四川路桥,0.898009,0.769492,16.282167,0.414949,0.024781,0.018187,0.204434,0.158185
保利地产,2.726723,0.707766,75.50569,0.289377,0.194197,0.056132,2.906347,0.311471
中国联通,0.289193,0.397769,16.403465,0.440195,0.16138,0.103439,9.44744,0.033724
宁波联合,1.460773,0.603095,42.375058,0.910896,0.113611,0.047637,-0.277843,-0.070018
浙江广厦,1.092009,0.833066,475.924788,0.37731,0.244531,0.050506,-30.004717,-0.120049
九鼎投资,2.104609,0.686624,47.320723,0.129564,0.254433,0.079557,43.732133,0.155902
黄山旅游,1.329274,0.317536,28.411267,0.660374,0.177244,0.120359,-0.739828,0.098084
华润万东,1.303135,0.508444,3.154462,0.590887,0.057837,0.044211,4.610273,0.148644
中国医药,1.626614,0.517385,6.34686,1.261532,0.166475,0.090719,0.473686,-0.103598
象屿股份,0.344502,1.663896,8.786429,1.060145,0.714897,-0.42248,2.955037,-0.474946
五矿发展,1.066805,0.764584,56.692001,3.002932,0.10638,0.03027,-4.927611,-0.055029
古越龙山,2.220304,0.297377,9.731812,0.408372,0.077868,0.066389,14.427881,-0.036635
海信电器,1.737832,0.479783,26.004894,2.267104,0.068681,0.047238,0.325614,-0.05726
国投安信,1.824631,0.34183,22.811644,1.517993,0.011318,0.011344,-0.670338,-0.051143
华润双鹤,2.489975,0.262017,9.248164,1.159873,0.12584,0.095865,0.180914,0.162124
皖维高新,0.794707,0.508309,13.643233,0.691668,0.043977,0.048348,-2.402967,-0.348004
南京高科,1.434268,0.666882,8.604338,0.140252,0.052951,0.032819,2.069222,-0.211408
宇通客车,1.014529,0.636895,15.354263,1.779349,0.308106,0.116294,-7.793668,-0.419454
冠城大通,1.397134,0.768552,14.423016,0.608135,0.129935,0.040756,-1.138028,0.086268
葛洲坝,1.043207,0.82709,14.328768,0.610962,0.15439,0.048973,0.415877,0.210734
银鸽投资,0.670961,0.602643,19.571691,0.573346,0.021818,0.036691,-4.244173,0.336905
浙江富润,0.726223,0.522982,15.734629,0.518257,0.002874,0.0201,-0.589364,0.153782
凤凰光学,1.405268,0.329843,8.809183,0.889222,0.063874,0.048231,-0.041542,-0.026614
钢构工程,1.598311,0.430454,4.946873,0.581234,0.070986,0.039052,0.208691,0.059579
上海梅林,0.903582,0.578793,6.551271,0.42612,0.004094,0.028422,-8.681659,0.016249
保千里,1.299497,0.692669,18.986039,0.577687,0.003342,0.056612,2.004525,-0.225575
新疆天业,0.963066,0.610277,7.975131,0.691484,0.031931,0.043863,-4.454261,-0.07314
康欣新材,0.327382,0.717141,1.745279,0.048466,-0.490385,-0.107221,1.234376,-0.628894
宋都股份,1.681186,0.205271,1293.847252,1.125117,-0.060653,-0.047113,10.306578,-0.27634
澄星股份,0.843612,0.691106,11.065336,0.591366,0.109558,0.063334,-2.0786,0.122056
人福医药,0.981911,0.514493,4.273829,0.401045,0.082151,0.063641,0.558126,0.057803
金花股份,0.31464,0.492238,52.563802,0.380863,-0.076341,0.021966,-0.019785,-0.188741
东风科技,0.607138,0.643028,6.46959,1.022556,-0.148911,-0.027994,-27.745032,-0.06535
海泰发展,2.685129,0.521704,178.005058,0.205596,0.084826,0.045328,117.185902,0.751076
博信股份,1.166916,0.514588,,0.054588,0.03681,0.04625,-2.355637,-0.324986
中葡股份,0.52699,1.281418,3.292227,0.197163,0.459173,-0.026061,0.435932,-0.108341
同仁堂,4.038665,0.191664,8.882211,0.645935,0.095334,0.078113,0.659545,0.07832
东方金钰,1.190046,0.625258,8.019073,0.594974,0.022147,0.042381,-2.236717,0.095264
*ST 长油,1.985,0.616938,10.799202,0.269677,0.12929,0.05713,1.093304,0.186503
中视传媒,1.424544,0.515985,70.035996,0.55294,0.068864,0.02544,1.602649,0.215969
特变电工,1.51857,0.608945,7.328112,0.826188,0.18207,0.080815,-0.319942,0.510646
啤酒花,0.683247,0.537298,94.848156,0.813393,0.253435,0.1229,-0.112157,0.169625
ST 明科,0.824027,0.370444,25.704794,0.091127,-0.120761,-0.065991,3.029583,0.036488
禾嘉股份,0.674603,0.63355,4.63192,0.280462,-0.161352,-0.022231,-199.97454,0.079409
大名城,1,1,,2.108274,,7.188529,-7.715671,-0.941219
哈高科,1.557429,0.405773,3.991914,0.314911,0.012902,0.018644,0.473196,-0.093585
云天化,0.923214,0.692379,15.762346,0.436345,0.151629,0.065005,-0.981443,0.377196
开创国际,0.706424,0.444329,284.857632,1.278078,0.349869,0.229266,-2072.922393,0.060403
广州发展,1.661364,0.292835,10.642277,0.58486,0.059215,0.053066,1.300753,-0.014761
林海股份,10.11625,0.06459,22.504879,0.554501,0.00881,-0.0075,-4.637329,-0.056143
同方股份,1.396313,0.533201,5.460739,0.770337,0.047065,0.036414,-0.54518,0.037928
明星电力,0.328908,0.490783,175.819092,0.292448,0.091373,0.05889,-0.815753,-0.058803
莱钢股份,1.146832,0.65866,315.76571,2.275588,0.044913,0.050318,-3.758941,0.004397
青山纸业,2.215727,0.308837,6.47678,0.619601,0.009423,0.019037,-26.701616,-0.137909
上汽集团,1.015443,0.642704,36.856492,0.977275,-0.022058,0.006185,-10.303504,0.059334
永鼎股份,1.042962,0.719081,3.241094,0.416273,0.049685,0.033036,-3.914506,0.025522
重庆路桥,0.421944,0.690779,4.490046,0.076681,0.063349,0.064831,-0.976872,0.021343
美尔雅,1.249848,0.563616,8.511218,0.254295,0.029164,0.010164,2.495377,0.156687
亚盛集团,0.887371,0.382309,5.086321,0.386414,0.024034,0.031074,0.40623,-0.017463
国金证券,,0.698605,,0.103963,0.348613,,-0.643579,-0.137656
诺德股份,2.518002,0.426416,7.039792,0.347674,0.051276,0.040146,-1.853266,0.47023
北方稀土,1.101096,0.616549,7.806134,0.558375,0.10343,0.055178,-3.638635,0.559681
天成控股,1.79855,0.414343,2.787538,0.532585,0.131079,0.085426,-1.573078,0.144951
浙江东日,1.681817,0.318973,326.861093,0.33472,0.050751,0.032726,-0.010141,0.025283
东睦股份,0.73692,0.498733,6.371593,0.493416,0.022877,0.04185,-164.266084,0.158094
东方航空,0.192339,1.151196,35.906697,0.571742,1.269382,-0.187042,3.925281,0.100437
三峡水利,0.55363,0.672192,31.487746,0.374396,0.105624,0.056116,-0.938908,0.204346
西宁特钢,0.542287,0.707357,17.64307,0.677562,0.118436,0.070556,-2.891626,0.12256
中国卫星,1.922419,0.47026,4.098179,0.696413,0.119147,0.054957,1.175975,-0.153145
长江投资,0.820877,0.559736,10.876701,0.880425,-0.016314,0.014972,-1.830291,0.024257
浙江东方,2.000055,0.561533,19.558988,1.573788,0.105676,0.052311,-0.174605,0.057536
郑州煤电,0.947518,0.623236,24.252574,0.969424,0.105583,0.044673,-0.454981,0.43377
宏图高科,1.46895,0.574929,29.183732,1.720777,0.095246,0.064361,-0.599404,0.05885
兰花科创,0.709806,0.479976,119.217122,0.529138,0.285173,0.158558,0.261522,0.339159
铁龙物流,5.958355,0.074486,12.475356,0.574635,0.120453,0.114634,0.545264,-0.080522
杭钢股份,1.030773,0.574885,223.788507,2.504794,0.015282,0.026615,-4.612217,-0.006256
金健米业,0.822575,0.608615,22.553037,0.808899,-0.350688,-0.117688,1.174585,-0.100607
弘业股份,1.438901,0.522769,29.326643,0.871376,0.032501,0.013544,-1.028139,0.294202
太极集团,0.604348,0.729145,12.909115,0.806832,0.036394,0.040527,-1.800075,0.006208
波导股份,1.417393,0.457299,43.131537,1.931979,-0.302936,-0.156219,3.758834,-0.559547
岷江水电,0.34994,0.691549,11.905229,0.227866,-0.537273,-0.1322,1.5308,-0.181915
重庆啤酒,0.715762,0.639199,94.603912,0.678719,0.147205,0.067742,-0.670744,0.29712
东湖高新,1.244627,0.647149,4.652988,0.113574,0.033829,0.015803,0.329493,0.562034
乐凯胶片,6.275374,0.088958,18.01873,0.665198,0.002836,0.00505,1.753237,-0.001802
道博股份,0.807225,0.654378,71.82803,0.442057,0.321791,0.139539,-0.381053,-0.105382
浪莎股份,2.067085,0.396939,5.829401,0.941937,0.235987,0.138875,4.426614,0.217179
中青旅,1.180478,0.446134,13.233333,0.991408,0.090155,0.053025,4.305848,0.01042
西部资源,1.220785,0.47337,3.171843,0.824841,0.674404,0.374576,-155.488728,-0.425275
兴发集团,0.776736,0.611248,13.331125,0.882206,0.262686,0.1415,-0.888288,0.075264
金发科技,2.451944,0.517471,6.914786,1.16133,0.068642,0.063056,-2.162937,0.031075
