公司名称,流动比率,资产负债率,应收账款周转率,总资产周转率,净资产收益率,资产报酬率,净利润增长率,总资产增长率
香梨股份,0.714338,0.37288,2.58089,0.053435,-0.461539,-0.270086,0.622039,-0.30273
方大特钢,0.627581,0.715617,88.054021,2.049131,0.008936,0.017299,-2.693312,0.208957
上海能源,0.859029,0.43398,164.13637,0.929496,0.258401,0.153416,-0.376823,0.236155
天富能源,0.857122,0.698704,8.966874,0.205914,0.032454,0.031272,0.105276,0.044609
黑牡丹,1.995746,0.257308,24.435929,0.61118,0.001979,-0.003368,8.476561,0.077891
国药股份,1.421449,0.565197,6.092726,2.196169,0.226177,0.110365,-0.118559,0.020906
腾达建设,1.349234,0.607535,3.568103,0.680606,0.02783,0.025221,-1.775127,0.406497
联环药业,2.995643,0.216813,2.980924,0.626621,0.046016,0.038354,-0.144602,0.005612
海航基础,0.306238,0.922256,31.821141,0.359122,-1.105366,-0.044359,14.76711,-0.00806
方大炭素,1.647555,0.478274,8.336166,0.585282,0.208365,0.132443,-0.42179,0.682962
置信电气,1.818182,0.416855,8.337861,0.900885,0.238167,0.14306,-0.127977,0.394046
康美药业,3.486913,0.307103,10.538156,0.410391,0.101016,0.083754,1.026036,0.299064
贵州茅台,2.879655,0.269818,236.659386,0.523143,0.347789,0.247443,-0.268518,0.503051
中发科技,2.049244,0.278083,2.989287,0.471362,0.002386,0.012452,-1.864968,-0.001973
华海药业,2.056328,0.273144,5.328999,0.528106,0.135857,0.114404,1.87358,0.201266
中天科技,1.207736,0.64267,4.186421,1.023354,0.168682,0.07832,1.486554,0.299256
贵航股份,2.0968,0.29717,4.416246,0.722773,0.05685,0.043568,-0.163842,0.170796
长园集团,0.898058,0.467532,2.878254,0.475198,0.126352,0.091517,-0.598034,0.043386
菲达环保,1.156953,0.748934,5.438672,0.788623,0.018595,0.025144,-0.575461,0.095604
江南高纤,1.889207,0.263026,44.393045,0.918131,0.103373,0.088125,-0.200491,0.078223
中铁二局,1.144073,0.808061,5.631305,1.06356,0.120391,0.028427,0.530249,0.246817
山东药玻,1.987043,0.268997,3.676739,0.582913,0.097802,0.075955,0.329878,0.063861
交大昂立,2.595531,0.421313,4.75823,0.197142,-0.171876,-0.089548,-25.048933,0.007459
豫光金铅,1.178863,0.699609,47.407882,2.403722,0.064322,0.044092,-3.458915,0.015851
宏达矿业,0.712012,0.683421,5.880393,0.648359,-0.279452,-0.042314,26.281467,-0.199248
栖霞建设,2.468996,0.579246,1361.357498,0.217508,0.076919,0.040591,0.440224,0.145143
天士力,1.222328,0.393031,6.615233,0.995966,0.119631,0.09314,0.641145,0.067073
中国软件,1.478488,0.491683,3.198917,0.865776,0.087294,0.05455,0.812986,0.016192
亿晶光电,0.56712,0.419059,19.696563,0.463463,0.010878,0.03471,-2.856551,-0.008114
国发股份,0.269527,0.73043,2.968639,0.271649,-0.532488,-0.088885,4.000392,-0.0772
*ST 狮头,2.591752,0.217608,4.654835,0.411319,0.002242,-0.004054,-3.130484,0.002511
新赛股份,1.78614,0.4538,17.305112,0.797682,0.01782,0.023213,-4.106801,0.071262
莫高股份,4.914437,0.152813,3.734008,0.370137,0.051444,0.048123,-0.897171,0.409613
新疆城建,1.328203,0.523218,6.3617,0.469358,0.046474,0.037421,-0.734698,0.275114
山煤国际,1.306387,0.638458,5.023813,1.593195,0.005722,0.00921,-2.58572,-0.011119
山东黄金,0.617122,0.421044,345.954022,4.737832,0.277937,0.17873,-0.683384,0.084592
深高速,0.34664,0.576577,6.370112,0.058392,0.064152,0.040778,-0.323789,0.242412
厦门钨业,1.612953,0.614333,8.327203,0.560118,0.098675,0.044328,0.297261,0.03174
保变电气,1.65009,0.638368,4.070051,0.358547,0.218135,0.098135,-0.223947,0.583888
时代出版,3.395939,0.19507,3.92537,0.634677,0.12161,0.096578,-955.283189,0.104675
方兴科技,0.587711,0.64521,5.897696,0.790606,0.014568,0.049346,-1.833508,-0.040039
太行水泥,0.809282,0.540644,12.300981,0.704142,0.050108,0.050667,1.016693,0.00719
海航创新,2.48171,0.214772,255.225521,0.056117,0.012781,0.012612,-2.121529,-0.173064
慧球科技,0.129259,2.189768,0.952552,0.024013,1.047659,-1.100635,42.440008,-0.463318
康缘药业,2.334443,0.271521,5.933679,0.863771,0.149775,0.122781,0.114907,0.270228
大西洋,1.245218,0.498496,21.812369,1.401453,0.077733,0.052599,-1.504935,0.06886
老白干酒,0.820528,0.672374,157.013367,0.540107,0.085332,0.041996,-0.800501,0.108219
金自天正,1.270163,0.715798,3.285183,0.341377,0.089035,0.022994,-0.33477,0.194019
江西长运,0.437679,0.625787,45.868493,0.587783,0.132666,0.068069,-0.124765,0.206025
国睿科技,1.211182,0.506678,14.518406,0.420668,-0.075462,-0.022613,22.953624,0.20056
法拉电子,5.109034,0.09941,3.788032,0.604771,0.105902,0.099845,-0.204705,0.174672
迪马股份,2.124986,0.615081,7.502469,0.333861,0.09373,0.03442,-32.830315,0.259229
济川药业,1.356434,0.389856,1.407475,0.256729,0.016633,0.022627,1.918296,0.034016
山鹰纸业,0.609887,0.716519,8.95751,0.613857,0.010022,0.039983,-4.30559,0.123705
中珠控股,1.20665,0.629084,5.710531,1.493116,0.161266,0.074542,0.673039,0.250396
安阳钢铁,0.904558,0.615613,278.192314,1.366179,0.012002,0.019527,-5.816335,0.165209
恒生电子,2.706794,0.275388,14.337984,0.733144,0.200626,0.144843,0.594419,-0.005504
信雅达,1.224975,0.54095,4.890392,0.774203,-0.110631,-0.027596,-16.90545,0.09377
康恩贝,1.309673,0.413955,8.389775,0.697726,0.100694,0.077188,14.412614,0.013693
惠泉啤酒,2.422567,0.111447,1121.853653,0.857004,0.063994,0.056429,-0.691713,0.011455
皖江物流,1.324656,0.27138,11.250341,0.237912,0.060815,0.043943,-0.620832,0.38075
万家文化,3.780154,0.424885,29.880772,0.485726,0.037045,0.03085,0.477215,-0.304428
精达股份,1.551977,0.450653,10.344975,2.643109,0.126274,0.108332,0.041425,-0.164245
京能电力,0.637044,0.626151,7.006919,0.338904,0.079048,0.040885,-0.025461,0.679983
天华院,0.33895,0.971643,10.532358,0.84521,-8.944022,-0.210223,2.904462,-0.237049
卧龙电气,1.581935,0.390626,6.913812,1.142199,0.129659,0.092768,0.007746,0.146896
*ST 八钢,0.709616,0.767644,3945.046931,1.649843,0.036815,0.041379,-5.008723,0.176252
天地科技,1.373085,0.557894,3.288917,0.679662,0.257878,0.11642,0.479707,0.503544
海油工程,1.226648,0.487635,7.84699,0.597214,0.145672,0.084152,-0.165966,1.099381
长电科技,0.632473,0.622358,7.818133,0.51208,0.056181,0.045798,-0.91875,0.036091
海螺水泥,1.211103,0.405903,54.257918,0.569646,0.106043,0.080663,-0.165927,0.370209
金晶科技,0.555816,0.539814,22.496863,0.322408,0.053748,0.039804,-1.576576,0.253814
新华医疗,2.058026,0.351742,3.592991,0.647114,0.046325,0.033796,-0.02422,0.001882
用友网络,1.624693,0.318228,6.199655,0.554871,0.192313,0.12845,-23.50581,0.026226
广东榕泰,0.968994,0.406738,4.702858,0.55523,0.094559,0.078524,-0.933626,0.145182
泰豪科技,1.107078,0.613366,3.132493,0.682204,0.071838,0.044379,0.933464,0.079627
*ST 上航,0.275392,0.972749,26.115745,0.940952,-3.517527,-0.087241,0.886957,0.090074
龙溪股份,2.587589,0.252964,5.59313,0.596392,0.141936,0.110701,-0.013485,0.030357
大连圣亚,0.366376,0.514357,,0.183434,0.008224,0.036022,-1.482253,-0.008717
益佰制药,0.961965,0.509217,11.259347,0.946796,0.164025,0.105034,-0.057581,0.068851
中孚实业,0.410554,0.704265,117.826823,0.794648,0.07168,0.035046,-3.902433,0.497326
新安股份,2.50634,0.252382,32.415492,1.642305,0.534899,0.404862,-0.647439,0.395813
光明乳业,1.100673,0.484981,13.712547,1.822476,-0.128666,-0.062207,-0.502351,-0.029757
北大荒,1.146937,0.516015,6.605163,0.550369,0.111836,0.068854,-0.136258,-0.048479
熊猫金控,2.073986,0.347301,2.279529,0.498701,0.058168,0.049168,-2.192009,0.188314
青岛啤酒,1.201124,0.487911,196.72077,1.278579,0.114337,0.06219,-1.029894,0.085489
方正科技,1.292561,0.439506,14.411475,1.440908,0.03846,0.03731,1.8605,-0.052407
仪电电子,0.657567,0.487884,5.44935,0.194663,-0.482823,-0.230608,10.170236,-0.205098
*ST 兴业,0.275029,18.140956,,0.327209,-0.116755,1.997343,-1.058291,-0.54093
市北高新,1.158991,0.523452,11.307617,0.690023,0.019103,0.022207,-2.956499,-0.228935
汇通能源,1.471807,0.393747,4.62883,1.809971,0.126171,0.100564,73.964688,-0.047349
绿地控股,1.44711,0.460702,1357.774696,0.199056,0.098279,0.065436,1.814542,0.008651
上实医药,2.029212,0.266535,7.008707,0.931434,0.12741,0.096746,0.674475,0.080961
*ST 沪科,0.405674,0.93168,5.038798,0.725336,-1.72031,-0.086122,17.79457,-0.164405
金杯汽车,0.823952,0.869175,8.215657,0.756164,-0.392182,-0.025716,25.030546,-0.070889
中毅达,0.606515,0.553166,14.245343,0.231776,0.035494,0.024436,-2.763161,-0.292986
大众交通,0.587337,0.543816,29.44228,0.51752,0.106648,0.06735,0.036179,-0.053685
老凤祥,1.200482,0.651382,43.137256,3.112426,0.132196,0.072667,-1.323911,0.071039
神奇制药,2.056781,0.202562,1.363423,0.265868,0.023402,0.029179,-2.400297,-0.110851
鼎立股份,1.176895,0.589166,3.845109,0.383624,0.058136,0.03318,-0.769414,0.148115
丰华股份,4.689857,0.536842,15.287519,0.158177,0.259206,0.1211,-42.274641,0.124788
金枫酒业,2.575438,0.249527,71.150708,3.846049,0.216913,0.195341,1.423826,-0.627437
国新能源,0.818266,1.076291,308.234886,0.218657,5.608046,-0.36584,59.046966,-0.361254
氯碱化工,0.791884,0.59239,30.759225,0.843598,0.004771,0.032786,-4.139247,-0.004697
海立股份,0.967321,0.527381,7.906294,1.150715,0.021299,0.024927,1.564207,-0.21546
天宸股份,1.176924,0.54049,53.869451,0.421967,0.118396,0.072134,2.440025,-0.048024
华鑫股份,0.662712,0.379715,8.869194,0.765188,0.087931,0.064968,-0.320907,-0.14149
嘉宝集团,1.655378,0.47752,30.723643,0.29516,0.109239,0.05646,7.737593,0.247838
双钱股份,0.765387,0.775257,16.03368,0.935033,-0.097923,0.015132,-0.073388,0.126197
复旦复华,1.299891,0.494429,5.915151,0.525807,0.053195,0.043643,-0.428277,0.006977
申达股份,1.791731,0.298264,22.214737,1.779195,0.054299,0.039223,0.394704,-0.012061
新世界,0.219894,0.579016,30.796994,0.670041,0.101282,0.068825,0.745712,-0.011398
华建集团,0.964476,0.366876,6.68564,0.620438,0.275323,0.172835,-0.416822,0.388715
龙头股份,1.209729,0.52565,11.728395,1.283706,0.01493,0.031941,-1.138396,-0.065978
百联股份,0.137506,0.573104,127.123438,0.713346,0.078663,0.053014,0.973894,0.02839
浙报传媒,1.404874,0.440583,6.05904,1.896278,-0.266904,-0.13529,1.710361,-0.165557
中技控股,5.103587,0.189672,10.986969,0.092933,0.006418,0.01979,-3.439985,-0.016275
大众公用,0.363854,0.643354,18.424918,0.366097,0.075777,0.045805,-0.879579,0.011678
三爱富,0.632482,0.656937,15.657309,1.002509,-0.041376,0.017925,8.15072,0.073164
东方明珠,0.652869,0.675169,3.619111,0.874964,-0.779949,-0.212064,-293.372456,-0.329519
新黄浦,1.98568,0.319109,9.152239,0.117449,0.07076,0.0609,1.574474,0.051751
浦东金桥,0.825291,0.427439,43.176397,0.189079,0.084535,0.065349,-0.478951,0.073331
号百控股,10.347286,0.077058,28.789334,0.226738,-0.075536,-0.0784,3.347604,-0.13472
万业企业,4.037834,0.300697,176.410789,0.358463,0.135616,0.097386,-0.037354,-0.153755
申能股份,1.001307,0.43089,12.008381,0.412329,0.050506,0.040622,-2.9744,0.125297
爱建集团,1.416179,0.512371,47.77752,0.495687,0.013113,0.017849,-0.036572,-0.2032
乐山电力,1.542375,0.598283,32.51093,0.362406,0.100238,0.050181,-0.375662,0.844784
中源协和,0.851358,0.606725,9.921055,0.442055,0.253111,0.09882,-0.860212,0.107178
同达创业,1.026294,0.862543,4.057715,0.239079,0.140375,0.030516,14.844447,0.2152
外高桥,0.791595,0.781148,17.900135,0.470222,0.0763,0.028958,36.193438,-0.0625
城投控股,1.614812,0.399225,8.948672,0.181367,0.121166,0.075172,-0.677078,-0.170276
锦江投资,1.37781,0.245606,39.892339,0.628536,0.192178,0.140896,0.023031,-0.001466
飞乐音响,1.029672,0.432745,6.326528,0.887212,0.079359,0.06372,-0.788351,0.049495
游久游戏,0.626638,0.515153,13.650766,0.545758,0.07328,0.074551,-1.588268,-0.100302
申华控股,0.965856,0.505531,40.917754,0.755132,0.020187,0.022847,-1.337995,-0.025264
中安消,1.157424,0.469498,5.013186,0.653973,0.009561,0.026856,2.534908,-0.040967
豫园商城,1.193192,0.559628,59.565936,1.050394,0.111433,0.076572,0.245307,0.066745
退市博元,0.667504,0.761626,5.277584,0.555353,0.35246,0.124204,-1.174179,-0.289533
信达地产,1.830967,0.576227,11.235772,0.247601,0.114842,0.049473,-18.586204,0.275567
电子城,1.057912,0.700136,2.819164,0.744433,-0.506155,-0.126723,2.305653,-0.102487
福耀玻璃,0.780266,0.649686,7.471934,0.612548,0.075257,0.058569,-3.148657,-0.013642
新南洋,0.610556,0.567443,12.530551,0.605615,-0.077067,-0.005711,-12.034766,-0.094905
强生控股,0.93076,0.404399,61.42441,0.510036,0.088735,0.062101,-8.544687,-0.099039
陆家嘴,1.493883,0.472846,1445.610378,0.095571,0.097749,0.045212,-0.860323,0.243493
哈药股份,1.700223,0.402178,7.259251,1.001236,0.149195,0.091143,0.015463,0.024687
天地源,1.73159,0.674967,75.609256,0.309089,0.080412,0.030966,2.486042,0.003927
奥瑞德,1.049047,0.646592,4.86553,0.596463,0.100139,0.064041,-0.505573,0.173049
太极实业,1.120227,0.37549,6.130571,0.654838,0.032089,0.037161,-0.216928,0.125019
尖峰集团,0.662699,0.462956,9.588297,0.652238,0.033322,0.03616,1.426692,-0.011745
天目药业,1.894859,0.34893,4.100444,0.688135,0.018804,0.03373,0.421207,-0.10869
东阳光科,1.050822,0.546313,5.939,0.48729,0.065042,0.066348,-0.93965,0.019016
川投能源,0.557256,0.663579,6.117775,0.084677,0.18187,0.075489,-0.703448,0.283424
*ST 中企,1.8204,0.636707,65.218197,0.358198,0.138915,0.064675,10.097912,-0.033261
交运股份,1.04853,0.515534,9.498878,0.799277,0.087943,0.051722,1.339041,0.252082
航天通信,1.104351,0.671376,8.113569,1.332856,0.023116,0.023755,2.14455,0.021554
四川金顶,0.76554,0.677911,3.423269,0.258644,0.076699,0.038054,0.05351,0.652623
上海凤凰,1.264028,0.457009,9.81582,1.05515,0.012612,0.018838,12.29167,-0.143793
上海普天,1.893298,0.341283,2.25497,0.363609,-0.075188,-0.040825,13.966651,0.311226
万鸿集团,0.132651,5.504281,852.931172,0.078356,-0.100009,0.659904,-8.441651,-0.314046
南京新百,0.613867,0.617585,495.596856,0.658668,0.077338,0.04227,-0.964848,0.238443
京投银泰,1.136529,0.601844,15.24467,0.519557,0.097412,0.051722,52.960266,-0.250772
珠江实业,2.677297,0.481361,,0.183031,0.033718,0.02106,-0.780898,0.170705
中船防务,1.224776,0.72287,17.786288,0.680828,0.295537,0.053771,-0.167674,-0.070344
金龙汽车,1.151161,0.713001,8.42413,1.534129,0.145951,0.043158,-0.63945,0.146404
刚泰控股,1.34574,0.591747,18.133321,0.917839,0.015067,0.01334,-11.27576,-0.331249
上海石化,0.488008,0.49815,266.515403,2.145714,-0.440154,-0.205661,0.550375,-0.077335
上海三毛,1.361942,0.559393,25.019492,1.685037,0.080286,0.045886,-7.616608,-0.089372
青岛海尔,1.769212,0.370345,38.269782,2.486227,0.127086,0.088496,-0.915322,0.093095
*ST 阳化,0.660554,1.1482,0.707986,0.24784,1.137924,-0.155384,0.677007,-0.026904
亚通股份,0.910338,0.458162,78.988961,0.470074,0.043473,0.052074,1.082086,0.125374
东百集团,0.413381,0.544389,98.52117,1.130738,0.179154,0.113456,-0.089299,0.088826
大商股份,0.68765,0.661424,923.548766,1.986477,0.074705,0.043787,-2.245413,0.04396
绿庭投资,0.869796,0.59004,10.796903,1.182064,0.022862,0.048837,0.66621,-0.05779
匹凸匹,2.272801,0.342923,24.570846,0.077048,0.007394,0.0248,-1.364528,-0.234106
欧亚集团,0.366832,0.659424,2397.936407,1.232736,0.145724,0.058829,0.363814,0.163209
湖南天雁,0.667502,0.722268,13.089269,1.434896,0.012507,0.025128,0.751052,0.017792
均胜电子,0.70094,0.792194,14.374865,0.205533,-0.457522,-0.029886,0.339424,-0.095706
工大高新,0.873821,0.310451,19.810435,0.478298,-0.066896,-0.027637,4.951595,-0.043908
沱牌舍得,1.408685,0.355447,28.033845,0.317041,0.023427,0.028869,-0.961963,-0.00579
三安光电,1.563768,0.441221,1.515692,0.247562,0.108184,0.07055,-0.16076,
物产中大,1.360156,0.731372,19.694393,0.611163,0.118111,0.033464,1.826234,-0.014271
中航资本,0.356872,0.812403,,,0.055646,0.010311,-5.579783,-0.993997
曲江文旅,0.356282,0.855289,3.359021,0.213525,-0.111571,0.016052,0.921697,-0.079836
彩虹股份,2.187662,0.255324,10.998581,1.544035,0.020833,0.035862,-1.342312,-0.040715
光明地产,0.331169,0.598675,23.99764,0.644444,0.154127,0.095061,1.140502,-0.117479
*ST 常林,1.17059,0.5059,6.636746,0.827316,0.049649,0.03287,0.043295,0.177735
盛屯矿业,0.533055,0.798033,13.764892,0.545584,0.256895,0.067392,-1.676486,-0.194042
南宁百货,0.547174,0.730673,1300.053612,1.484262,0.111221,0.036307,0.27282,0.032974
南京医药,0.964289,0.878926,6.31164,2.259398,0.072301,0.028113,-1.431037,0.008933
金瑞矿业,0.228097,0.803869,2.841471,0.140825,-1.005114,-0.171433,7.067042,0.126888
文投控股,0.515928,0.489878,1.224829,0.242028,0.048413,0.025232,2.382572,0.019944
凤凰股份,0.443989,0.908727,19.062062,0.66194,-1.812935,-0.131805,0.03159,0.027162
天津港,0.792489,0.398556,10.470813,0.567558,0.095916,0.067288,-0.78503,0.172647
东软集团,1.936796,0.345031,5.299288,0.663573,0.128933,0.085252,0.892124,0.004118
大连热电,0.822247,0.605281,2.498021,0.313676,0.015771,0.03623,-1.912457,0.034287
祁连山,0.632221,0.639988,16.263524,0.547341,0.181622,0.096476,-0.753788,0.137385
*ST 百花,0.342299,0.57658,58.437966,0.048075,0.019958,0.01031,0.38759,0.095393
金牛化工,0.294093,1.996757,55.722255,0.476415,0.982463,-0.970451,4.254153,-0.44891
首商股份,0.939891,0.378399,63.445892,1.276276,-0.024971,-0.008415,6.665806,-0.007147
宁波富达,1.107876,0.519792,5.396868,0.581985,0.094508,0.055908,0.892175,0.00343
云维股份,0.615096,0.737713,44.972047,0.737714,0.077612,0.050447,-3.195727,0.405812
华电能源,0.607468,0.776252,6.576561,0.333533,0.007605,0.039596,-0.07074,0.14684
鲁北化工,1.446005,0.351743,1.392017,0.348943,-0.450122,-0.275159,-1898.232218,-0.184118
佳都科技,0.449873,1.605962,4.920098,0.42048,-0.107509,0.152898,-6.437074,-0.23483
重庆百货,0.674168,0.643725,616.999995,2.710424,0.195704,0.074028,1.694029,0.100391
中国高科,2.10167,0.375743,6.108979,1.054579,0.023405,0.020241,-9.648736,-0.244589
湖南海利,0.632374,0.682454,7.225165,0.557219,0.022113,0.041995,-1.984392,0.050793
*ST 新梅,5.84731,0.588927,,0.272174,0.107684,0.044713,-0.196653,0.331196
S 前锋,1.856509,0.528455,68.975442,0.246714,0.021261,0.014295,-7.701651,-0.186408
实达集团,1.22955,0.870327,16.415253,0.977334,0.887607,0.136311,-129.241409,-0.414652
新华锦,0.851041,0.78693,14.778492,1.992695,-0.009585,0.004215,-1.934994,-0.25237
苏州高新,1.519674,0.703812,3.300825,0.305773,0.08316,0.03006,14.464873,0.039205
中粮屯河,0.996408,0.515626,5.23753,0.56376,0.108238,0.078546,2.050935,0.28562
兰州民百,0.398684,0.578246,428.305973,0.705462,0.074713,0.061946,2.38022,-0.007263
辽宁成大,1.651931,0.192806,14.064696,0.778142,0.188022,0.151675,0.059579,0.015686
山西焦化,0.664912,0.666055,8.457483,0.883405,-0.125274,-0.02372,16.045269,0.371125
华域汽车,0.309302,0.598616,26.224407,0.606301,-0.017651,0.018852,-0.669682,-0.142679
一汽富维,0.87769,0.292205,30.971594,1.852011,0.142677,0.110564,0.33645,-0.07105
华远地产,1.312093,0.660706,,0.461373,0.250539,0.090761,1.446691,-0.17917
华银电力,0.708358,0.860882,6.072765,0.250586,-0.585722,-0.042627,0.817104,0.077995
中茵股份,1.751623,0.795047,2.715553,0.469008,0.502965,0.102413,15.266164,0.129577
江苏索普,0.693266,0.320782,37.88164,1.390609,-0.065038,-0.023047,-0.657176,-0.067503
大连控股,1.026938,0.574492,4.010705,0.226906,-0.331434,-0.10933,4.58829,-0.147435
上实发展,1.281242,0.757945,19.410538,0.174043,0.134618,0.039271,4.650286,0.271982
西藏旅游,1.955958,0.525775,3.018834,0.084228,-0.142543,-0.059852,-0.14668,0.056603
江中药业,1.001341,0.388824,102.731229,0.918984,0.133567,0.097189,1.382291,0.295863
天海投资,0.249377,1.368867,8.483819,0.682393,-0.040019,0.052351,-3.308798,0.080689
东方银星,2.086016,0.474874,0.364184,0.108748,-0.343597,-0.175007,-39.834707,-0.207509
锦江股份,4.045524,0.122318,24.261571,0.246318,0.102038,0.084139,0.094421,-0.485516
厦门国贸,1.231912,0.670286,29.019344,1.915412,0.114439,0.059247,-1.921013,-0.119342
浪潮软件,2.274055,0.314174,3.1792,0.570035,0.055384,0.038508,0.371774,-0.075617
长江传媒,0.270523,1.448692,11.302441,0.636373,1.137487,-0.430712,6.250704,-0.227874
红阳能源,0.557547,0.56847,5.929014,0.298191,0.092779,0.047043,0.972409,0.112279
洲际油气,1.882363,0.192407,35.844027,0.04706,0.084301,0.072006,11.494279,0.292082
中航黑豹,0.655768,0.513121,50.608116,0.896378,-0.038603,-0.014303,6.051688,0.042896
安徽合力,2.233515,0.284573,11.763091,1.203015,0.096469,0.073089,-0.703313,0.053735
通策医疗,3.023243,0.11548,60.091751,0.642276,0.076531,0.065428,-0.814681,0.074488
中电广通,1.208077,0.584008,3.206244,1.064687,0.096004,0.08249,6.07914,-0.229835
中航重机,0.988983,0.678267,3.747001,0.55394,0.158522,0.069121,1.243666,0.495975
园城黄金,0.995779,0.859002,5.845815,0.02401,-1.318817,-0.164,3.493544,-0.116309
运盛医疗,4.918203,0.228586,19.206219,0.033883,0.030636,0.028529,-2.911452,0.127069
宁波富邦,0.556148,0.794477,35.181751,1.215169,-0.498008,-0.05014,13.647616,-0.121828
祥龙电业,0.815705,0.442567,19.515788,0.714949,-0.228636,-0.113586,6.461473,0.001456
综艺股份,2.267341,0.2454,7.542594,0.508107,0.063188,0.052423,-4.988535,-0.145273
广誉远,0.474722,1.607853,1.708249,0.225089,-0.441337,0.356854,-1.42965,-0.194799
西藏城投,0.848256,1.088444,1.403939,0.479551,4.588093,-0.394255,19.410641,-0.434539
汉商集团,0.168885,0.621083,94.118397,0.399153,0.004179,0.023459,-19.634936,0.008586
南京熊猫,0.982126,0.415261,4.884117,0.439314,0.025775,0.033987,-1.383666,-0.026006
东方通信,1.882535,0.362529,10.127193,2.138355,0.039536,0.018132,-0.234371,0.022746
新潮实业,1.710703,0.482228,11.789218,0.299875,0.014326,0.017207,-0.530321,0.227074
友好集团,0.872326,0.503416,29.670011,0.813287,0.046998,0.037636,2.040546,0.070386
*ST 水井,1.98108,0.425112,13.663366,0.469219,0.219092,0.125212,-0.160015,0.109782
通宝能源,0.453941,0.437105,8.837779,0.659706,0.007889,0.028085,0.194558,-0.106428
辅仁药业,1.114473,0.563041,3.293395,0.588343,0.174415,0.103052,0.723936,0.116852
新钢股份,0.7895,0.645626,33.737137,1.199371,0.087686,0.049143,-0.916683,0.389011
鲁信创投,0.992389,0.517188,3.734783,0.521776,0.022269,0.033564,0.437795,-0.415556
鲁银投资,0.670085,0.727065,75.242888,3.037386,0.079652,0.0499,-0.570252,-0.073338
新华百货,1.171225,0.512656,365.607575,1.919795,0.168057,0.080016,-0.237776,0.102851
中储股份,1.045825,0.621942,32.610569,2.021302,0.056513,0.029124,-1.396057,-0.119886
鲁抗医药,0.961241,0.399984,6.726186,0.71537,0.025853,0.036137,0.456428,-0.031192
轻纺城,0.444511,0.698072,60.524758,0.141454,0.072474,0.024044,4.004977,-0.022711
京能置业,1.824463,0.660885,74.448212,0.147799,0.102401,0.046582,-1.511855,1.260075
云煤能源,0.690336,0.922764,18.79175,1.674056,0.410148,0.083898,-2.097784,0.173626
ST 宜纸,0.322551,0.921837,19.077278,0.840185,0.076323,0.016721,0.396734,-0.066534
保税科技,0.467254,0.257509,23.016235,0.329943,0.137011,0.116138,-0.085553,-0.012432
国电电力,0.402812,0.716487,10.036463,0.239167,0.011237,0.022052,-1.402813,0.153227
钱江生化,0.888345,0.460683,10.106266,0.467348,-0.180815,-0.077469,3.03925,-0.217042
浙大网新,1.391516,0.645837,4.843637,1.195857,0.049542,0.03223,-1.649218,0.041616
宁波海运,0.571157,0.619411,32.928271,0.213659,0.099642,0.059527,-1.084884,0.027114
天津磁卡,0.754251,0.731472,1.731653,0.175772,0.541313,0.14994,-11.175315,-0.306232
华新水泥,0.542418,0.541594,43.995222,0.592502,0.108895,0.067161,-0.129926,0.25874
福建水泥,0.634888,0.580296,33.914664,0.501373,0.005525,0.030901,-3.201364,-0.297182
新奥股份,0.820284,0.651269,4.708545,0.681101,0.02539,0.047658,-2.694363,0.067538
鹏博士,2.589299,0.287265,7.049056,0.675183,0.105314,0.081704,-0.868616,0.09812
悦达投资,0.607196,0.782727,17.060172,0.257544,0.084683,0.06139,1.040963,0.008768
*ST 昆机,1.696305,0.42163,8.416978,0.817622,0.254244,0.148104,0.027227,0.074627
天业股份,1.31515,0.619155,9.627675,0.270514,0.044121,0.047518,1.245549,-0.203066
马钢股份,1.046798,0.598953,113.701385,1.077333,0.027565,0.03488,-4.010734,-0.070037
山西汾酒,2.991976,0.24958,40.485018,0.749053,0.198189,0.148419,-0.638618,0.121326
神马股份,0.802756,0.571947,13.171731,0.711075,-0.059367,-0.000921,-58.184063,0.04185
东方集团,1.033214,0.424064,56.130598,0.169085,0.060319,0.06,-35.474847,-0.011144
华北制药,0.668761,0.762647,4.638209,0.697818,0.164003,0.08003,-0.065512,0.05482
杭州解百,1.051434,0.474794,47.469471,1.622915,0.140737,0.077929,-0.439432,0.046701
厦工股份,1.221019,0.636723,9.023005,1.191494,0.103804,0.058552,-0.795251,0.008527
安信信托,0.926593,0.572307,1.586735,0.086547,0.145365,0.067567,-0.808061,-0.005225
ST 宏盛,0.002029,20.246714,10.508467,0.1875,1.06762,-20.199069,9.942968,-0.979366
中路股份,0.860703,0.531022,17.823688,0.980117,0.038159,0.044851,-0.825505,0.036551
耀皮玻璃,1.307111,0.591755,13.112461,0.40582,0.002535,0.012293,-309.374814,0.181103
隧道股份,1.013834,0.748022,6.326445,0.84373,0.07934,0.035088,1.294656,0.325486
津劝业,0.957851,0.507786,17.658632,0.556038,-0.174624,-0.060943,58.952595,-0.023581
上海物贸,1.025409,0.811959,172.665561,7.535027,0.088871,0.038837,-0.259312,0.104776
世茂股份,2.393192,0.44116,67.838822,0.175817,0.066915,0.046275,-331.395785,-0.132025
益民集团,0.587816,0.399069,65.48925,0.593243,0.083822,0.069468,-0.54033,0.018284
新华传媒,1.193509,0.416736,4.887626,0.794577,0.115899,0.075611,-0.375351,0.538917
兰生股份,1.366923,0.315172,24.868445,1.166954,0.001304,0.001837,-0.307572,-0.04347
